Saving slices...
Starting threads...
                                                
3.49KB/577.43MB 	3.49KB/s 	 1 days 23:05:54        
                                                
77.14KB/577.43MB 	73.66KB/s 	 02:13:46        
                                                
184.02KB/577.43MB 	106.88KB/s 	 01:32:10        
                                                
296.52KB/577.43MB 	112.50KB/s 	 01:27:33        
                                                
408.52KB/577.43MB 	112.00KB/s 	 01:27:55        
                                                
504.52KB/577.43MB 	96.00KB/s 	 01:42:34        
                                                
600.52KB/577.43MB 	96.00KB/s 	 01:42:33        
                                                
696.52KB/577.43MB 	96.00KB/s 	 01:42:32        
                                                
808.52KB/577.43MB 	112.00KB/s 	 01:27:52        
                                                
904.52KB/577.43MB 	96.00KB/s 	 01:42:29        
                                                
1000.52KB/577.43MB 	96.00KB/s 	 01:42:28        
                                                
1.07MB/577.43MB 	96.00KB/s 	 01:42:27        
                                                
1.18MB/577.43MB 	112.00KB/s 	 01:27:48        
                                                
1.27MB/577.43MB 	96.00KB/s 	 01:42:25        
                                                
1.37MB/577.43MB 	96.00KB/s 	 01:42:24        
                                                
1.46MB/577.43MB 	96.00KB/s 	 01:42:23        
                                                
1.57MB/577.43MB 	112.00KB/s 	 01:27:45        
                                                
1.66MB/577.43MB 	96.00KB/s 	 01:42:21        
                                                
1.76MB/577.43MB 	96.00KB/s 	 01:42:20        
                                                
1.87MB/577.43MB 	112.00KB/s 	 01:27:42        
                                                
1.96MB/577.43MB 	96.00KB/s 	 01:42:18        
                                                
2.06MB/577.43MB 	96.00KB/s 	 01:42:17        
                                                
2.15MB/577.43MB 	96.00KB/s 	 01:42:16        
                                                
2.26MB/577.43MB 	112.00KB/s 	 01:27:38        
                                                
2.35MB/577.43MB 	96.00KB/s 	 01:42:14        
                                                
2.45MB/577.43MB 	96.00KB/s 	 01:42:13        
                                                
2.54MB/577.43MB 	96.00KB/s 	 01:42:12        
                                                
2.65MB/577.43MB 	112.00KB/s 	 01:27:35        
                                                
2.74MB/577.43MB 	96.00KB/s 	 01:42:10        
                                                
2.84MB/577.43MB 	96.00KB/s 	 01:42:09        
                                                
2.93MB/577.43MB 	96.00KB/s 	 01:42:08        
                                                
3.04MB/577.43MB 	112.00KB/s 	 01:27:31        
                                                
3.13MB/577.43MB 	96.00KB/s 	 01:42:05        
                                                
3.23MB/577.43MB 	96.00KB/s 	 01:42:04        
                                                
3.32MB/577.43MB 	96.00KB/s 	 01:42:03        
                                                
3.43MB/577.43MB 	112.00KB/s 	 01:27:28        
                                                
3.52MB/577.43MB 	96.00KB/s 	 01:42:01        
                                                
3.62MB/577.43MB 	96.00KB/s 	 01:42:00        
                                                
3.73MB/577.43MB 	112.00KB/s 	 01:27:25        
                                                
3.82MB/577.43MB 	96.00KB/s 	 01:41:58        
                                                
3.91MB/577.43MB 	96.00KB/s 	 01:41:57        
                                                
4.01MB/577.43MB 	96.00KB/s 	 01:41:56        
                                                
4.12MB/577.43MB 	112.00KB/s 	 01:27:21        
                                                
4.21MB/577.43MB 	96.00KB/s 	 01:41:54        
                                                
4.31MB/577.43MB 	96.00KB/s 	 01:41:53        
                                                
4.40MB/577.43MB 	96.00KB/s 	 01:41:52        
                                                
4.51MB/577.43MB 	112.00KB/s 	 01:27:18        
                                                
4.60MB/577.43MB 	96.00KB/s 	 01:41:50        
                                                
4.70MB/577.43MB 	96.00KB/s 	 01:41:49        
                                                
